name_primary,artist_id,country_relevance_score,is_country_core,is_country_broad,source_seed,norm_name,hot_country_number_one,hot_country_number_one_matched_name,country_hall_of_fame,country_hall_of_fame_matched_name,billboard_best_country_singers,billboard_best_country_singers_matched_name,in_any_reference_list,reference_list_count,reference_list_hits
Big Smo,artist_000649,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,big smo,False,,False,,False,,False,0,
Kelly Harrell,artist_000650,0.95,1.0,1.0,Category:American country singer-songwriters,kelly harrell,False,,False,,False,,False,0,
Sam Neely,artist_000651,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,sam neely,False,,False,,False,,False,0,
Ken Mellons,artist_000652,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,ken mellons,False,,False,,False,,False,0,
Slim Willet,artist_000653,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,slim willet,False,,False,,False,,False,0,
Kevin Welch,artist_000654,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,kevin welch,False,,False,,False,,False,0,
Will Hoge,artist_000655,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,will hoge,False,,False,,False,,False,0,
Tracy Byrd,artist_000656,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,tracy byrd,False,,False,,False,,False,0,
Doug Seegers,artist_000657,0.95,1.0,1.0,Category:American country singer-songwriters,doug seegers,False,,False,,False,,False,0,
Gene Pitney,artist_000658,0.95,1.0,1.0,Category:American country singer-songwriters,gene pitney,False,,False,,False,,False,0,
John King,artist_000659,0.95,1.0,1.0,Category:American country singer-songwriters,john king,False,,False,,False,,False,0,
Roy Nichols,artist_000660,0.95,1.0,1.0,Category:American country singer-songwriters,roy nichols,False,,False,,False,,False,0,
Cee Cee Chapman,artist_000661,0.95,1.0,1.0,Category:American country singer-songwriters,cee cee chapman,False,,False,,False,,False,0,
Lari White,artist_000662,0.95,1.0,1.0,Category:American country singer-songwriters,lari white,False,,False,,False,,False,0,
Larry Campbell,artist_000663,0.95,1.0,1.0,Category:American country singers,larry campbell,False,,False,,False,,False,0,
Jimmy Swan,artist_000664,0.95,1.0,1.0,Category:American country singer-songwriters,jimmy swan,False,,False,,False,,False,0,
Lee Roy Parnell,artist_000665,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,lee roy parnell,False,,False,,False,,False,0,
"Al Hurricane, Jr.",artist_000666,0.95,1.0,1.0,Category:American country singer-songwriters,al hurricane jr,False,,False,,False,,False,0,
Paul Cotton,artist_000668,0.95,1.0,1.0,Category:American country singer-songwriters,paul cotton,False,,False,,False,,False,0,
Rusty Wier,artist_000669,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,rusty wier,False,,False,,False,,False,0,
Slaid Cleaves,artist_000670,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,slaid cleaves,False,,False,,False,,False,0,
Aaron Watson,artist_000671,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,aaron watson,False,,False,,False,,False,0,
Kelsea Ballerini,artist_000672,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,kelsea ballerini,False,,False,,False,,False,0,
Mac Curtis,artist_000673,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,mac curtis,False,,False,,False,,False,0,
Roy Orbison,artist_000674,0.95,1.0,1.0,Category:American country singer-songwriters,roy orbison,False,,False,,False,,False,0,
Malcolm Yelvington,artist_000675,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,malcolm yelvington,False,,False,,False,,False,0,
Abi Ann,artist_000676,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,abi ann,False,,False,,False,,False,0,
Mark Chesnutt,artist_000677,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,mark chesnutt,False,,False,,False,,False,0,
Merrill Osmond,artist_000678,0.95,1.0,1.0,Category:American country singers,merrill osmond,False,,False,,False,,False,0,
Electra Mustaine,artist_000679,0.95,1.0,1.0,Category:American country singer-songwriters,electra mustaine,False,,False,,False,,False,0,
Michael Johnson,artist_000680,0.95,1.0,1.0,Category:American country singer-songwriters,michael johnson,False,,False,,False,,False,0,
Slim Whitman,artist_000681,0.95,1.0,1.0,Category:American country singer-songwriters,slim whitman,False,,False,,False,,False,0,
Michael Martin Murphey,artist_000682,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,michael martin murphey,False,,False,,False,,False,0,
Narvel Felts,artist_000684,0.95,1.0,1.0,Category:American country singer-songwriters,narvel felts,False,,False,,False,,False,0,
Danny Shirley,artist_000685,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,danny shirley,False,,False,,False,,False,0,
Michael Ray,artist_000686,0.95,1.0,1.0,Category:American country singer-songwriters,michael ray,False,,False,,False,,False,0,
Gary LeVox,artist_000687,0.95,1.0,1.0,Category:American country singer-songwriters,gary levox,False,,False,,False,,False,0,
Tom Wopat,artist_000688,0.95,1.0,1.0,Category:American country singer-songwriters,tom wopat,False,,False,,False,,False,0,
Tom Tall,artist_000689,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,tom tall,False,,False,,False,,False,0,
Sheryl Crow,artist_000690,0.95,1.0,1.0,Category:American country singer-songwriters,sheryl crow,False,,False,,False,,False,0,
Wynn Stewart,artist_000691,0.95,1.0,1.0,Category:American country singer-songwriters,wynn stewart,False,,False,,False,,False,0,
Dan Fogelberg,artist_000692,0.95,1.0,1.0,Category:American country singer-songwriters,dan fogelberg,False,,False,,False,,False,0,
Onie Wheeler,artist_000693,0.95,1.0,1.0,Category:American country singer-songwriters,onie wheeler,False,,False,,False,,False,0,
Billy Bob Thornton,artist_000695,0.95,1.0,1.0,Category:American country singer-songwriters,billy bob thornton,False,,False,,False,,False,0,
Jimmy LaFave,artist_000696,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,jimmy lafave,False,,False,,False,,False,0,
John Berry,artist_000697,0.95,1.0,1.0,Category:American country singer-songwriters,john berry,False,,False,,False,,False,0,
Cam,artist_000698,0.95,1.0,1.0,Category:American country singer-songwriters,cam,False,,False,,False,,False,0,
Mo Pitney,artist_000699,0.95,1.0,1.0,Category:American country singer-songwriters,mo pitney,False,,False,,False,,False,0,
Kalie Shorr,artist_000700,0.95,1.0,1.0,Category:American country singer-songwriters,kalie shorr,False,,False,,False,,False,0,
Lera Lynn,artist_000701,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,lera lynn,False,,False,,False,,False,0,
Red Lane,artist_000702,0.95,1.0,1.0,Category:American country singer-songwriters,red lane,False,,False,,False,,False,0,
Stella Parton,artist_000704,0.95,1.0,1.0,Category:American country singer-songwriters,stella parton,False,,False,,False,,False,0,
Brett James,artist_000705,0.95,1.0,1.0,Category:American country singer-songwriters,brett james,False,,False,,False,,False,0,
Kip Moore,artist_000706,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,kip moore,False,,False,,False,,False,0,
Johnnie Wright,artist_000707,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,johnnie wright,False,,False,,False,,False,0,
Red Simpson,artist_000709,0.95,1.0,1.0,Category:American country singer-songwriters,red simpson,False,,False,,False,,False,0,
Red Sovine,artist_000710,0.95,1.0,1.0,Category:American country singer-songwriters,red sovine,False,,False,,False,,False,0,
Darrell Scott,artist_000711,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,darrell scott,False,,False,,False,,False,0,
Rex Griffin,artist_000712,0.95,1.0,1.0,Category:American country singer-songwriters,rex griffin,False,,False,,False,,False,0,
Rick Trevino,artist_000713,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,rick trevino,False,,False,,False,,False,0,
Dean Martin,artist_000714,0.95,1.0,1.0,Category:American country singers,dean martin,False,,False,,False,,False,0,
Connie Francis,artist_000715,0.95,1.0,1.0,Category:American country singer-songwriters,connie francis,False,,False,,False,,False,0,
Ashley Campbell,artist_000716,0.95,1.0,1.0,Category:American country singer-songwriters,ashley campbell,False,,False,,False,,False,0,
Sunny Ozell,artist_000717,0.95,1.0,1.0,Category:American country singer-songwriters,sunny ozell,False,,False,,False,,False,0,
Rose Lee Maphis,artist_000718,0.95,1.0,1.0,Category:American country singers,rose lee maphis,False,,False,,False,,False,0,
Roy Harvey,artist_000719,0.95,1.0,1.0,Category:American country singer-songwriters,roy harvey,False,,False,,False,,False,0,
Rusty Draper,artist_000720,0.95,1.0,1.0,Category:American country singer-songwriters,rusty draper,False,,False,,False,,False,0,
Meghan Linsey,artist_000721,0.95,1.0,1.0,Category:American country singer-songwriters,meghan linsey,False,,False,,False,,False,0,
Ned Miller,artist_000722,0.95,1.0,1.0,Category:American country singer-songwriters,ned miller,False,,False,,False,,False,0,
Malcolm Holcombe,artist_000723,0.95,1.0,1.0,Category:American country singer-songwriters,malcolm holcombe,False,,False,,False,,False,0,
William Michael Morgan,artist_000724,0.95,1.0,1.0,Category:American country singer-songwriters,william michael morgan,False,,False,,False,,False,0,
Margo Price,artist_000725,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,margo price,False,,False,,False,,False,0,
Emily Ann Roberts,artist_000726,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,emily ann roberts,False,,False,,False,,False,0,
Chuck Pyle,artist_000727,0.95,1.0,1.0,Category:American country singer-songwriters,chuck pyle,False,,False,,False,,False,0,
Sanford Clark,artist_000728,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,sanford clark,False,,False,,False,,False,0,
Sarah Buxton,artist_000729,0.95,1.0,1.0,Category:American country singer-songwriters,sarah buxton,False,,False,,False,,False,0,
Colbie Caillat,artist_000730,0.95,1.0,1.0,Category:American country singer-songwriters,colbie caillat,False,,False,,False,,False,0,
Jewel,artist_000731,0.95,1.0,1.0,Category:American country singer-songwriters,jewel,False,,False,,False,,False,0,
Skip Ewing,artist_000732,0.95,1.0,1.0,Category:American country singer-songwriters,skip ewing,False,,False,,False,,False,0,
Slim Rhodes,artist_000733,0.95,1.0,1.0,Category:American country singer-songwriters,slim rhodes,False,,False,,False,,False,0,
Slim Bryant,artist_000734,0.95,1.0,1.0,Category:American country singer-songwriters,slim bryant,False,,False,,False,,False,0,
Lucy Hale,artist_000735,0.95,1.0,1.0,Category:American country singer-songwriters,lucy hale,False,,False,,False,,False,0,
Billy Ray Cyrus,artist_000736,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Kentucky,billy ray cyrus,False,,False,,False,,False,0,
Ted Daffan,artist_000737,0.95,1.0,1.0,Category:American country singer-songwriters,ted daffan,False,,False,,False,,False,0,
Nancy Sinatra,artist_000739,0.95,1.0,1.0,Category:American country singer-songwriters,nancy sinatra,False,,False,,False,,False,0,
Stephanie Winslow,artist_000741,0.95,1.0,1.0,Category:American country singer-songwriters,stephanie winslow,False,,False,,False,,False,0,
Kellie Pickler,artist_000742,0.95,1.0,1.0,Category:American country singer-songwriters,kellie pickler,False,,False,,False,,False,0,
Beverley Mitchell,artist_000743,0.95,1.0,1.0,Category:American country singer-songwriters,beverley mitchell,False,,False,,False,,False,0,
Jessica Andrews,artist_000744,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,jessica andrews,False,,False,,False,,False,0,
Joey Feek,artist_000745,0.95,1.0,1.0,Category:American country singer-songwriters,joey feek,False,,False,,False,,False,0,
Stuart Hamblen,artist_000746,0.95,1.0,1.0,Category:American country singer-songwriters,stuart hamblen,False,,False,,False,,False,0,
Sylvia,artist_000747,0.95,1.0,1.0,Category:American country singer-songwriters,sylvia,False,,False,,False,,False,0,
Jordan Rager,artist_000748,0.95,1.0,1.0,Category:American country singer-songwriters,jordan rager,False,,False,,False,,False,0,
Buddy Miller,artist_000749,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,buddy miller,False,,False,,False,,False,0,
Randy Howard,artist_000750,0.95,1.0,1.0,Category:American country singer-songwriters,randy howard,False,,False,,False,,False,0,
Terry Stafford,artist_000751,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,terry stafford,False,,False,,False,,False,0,
Texas Ruby,artist_000752,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,texas ruby,False,,False,,False,,False,0,
Natalie Maines,artist_000753,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,natalie maines,False,,False,,False,,False,0,
Rachel Proctor,artist_000754,0.95,1.0,1.0,Category:American country singer-songwriters,rachel proctor,False,,False,,False,,False,0,
Tim Easton,artist_000755,0.95,1.0,1.0,Category:American country singer-songwriters,tim easton,False,,False,,False,,False,0,
Jessi Colter,artist_000756,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,jessi colter,False,,False,,False,,False,0,
